Recipe Title,Category,Ingredients,Instructions,Prep Time,Cook Time,Total Time,Servings
Matar Pulao (Vegan Pilaf with Peas),sides,"['⅓ cup oil canola/sunflower/vegetable', '1 medium yellow onion sliced in half rings', '1 teaspoon crushed ginger', '1 teaspoon crushed garlic', '1 black cardamom', '1- inch cinnamon stick', '1 bay leaf', '½ teaspoon black peppercorns', '½ teaspoon cumin seeds', '1 cup  peas', '2 teaspoons salt or to taste', '2 cups rice']","['Heat oil in a stockpot and add onions. Fry on medium-low heat until they are a medium golden brown, about 12 minutes.', 'Add crushed ginger and garlic, and fry for 30 seconds.', 'Add whole spices (cardamom, cinnamon stick, bay leaf, black peppercorns, cumin seeds) and fry for 1 minute.', 'Add peas and fry for a few seconds.', 'Add 4 cups water, salt and rice. Bring to boil.', 'Lower to a simmer, and let the water boil out, about 10 minutes.', 'Once the water has boiled out, remove from heat. Wrap a tight-fitting lid with a cloth and place it firmly on the pot. Bring the dial back to the lowest point and let the rice steam for 12 minutes.', 'Remove from heat, place in serving dish and fluff the rice with a fork.']",5,40,45,4
Modern Shahi Tukray (Bread Pudding),breakfast,"['4 slices white bread edges removed, each slice cut in four triangles', '1 cup oil canola/sunflower/vegetable', '3 cups whole milk', 'Pinch saffron threads toasted and ground', '6 cardamom pods removed and seeds ground', '3 eggs beaten', '½ cup sugar or to taste', '1 tablespoon pistachios crushed']","['Pre-heat oven to 350° F. Butter a square baking dish.', 'Heat oil in a non-stick frying pan. Fry bread in batches, about 1-2 minutes each side until golden brown. Add extra oil as needed. Remove from heat.', 'Arrange bread in layers in buttered baking dish.', 'Place milk in saucepan and bring to boil. Lower heat. Add ground saffron and cardamom, and let it simmer for 10 minutes. Occasionally stir and remove any milk residue with a wooden spoon. Remove from heat.', 'While the milk simmers on low heat, beat eggs and sugar with a whisk in a large bowl until well-mixed.', 'Pour milk into the egg and sugar mixture, and beat again until well-mixed.', 'Pour custard over bread, and bake uncovered for 25 minutes.', 'Top with crushed pistachios.']",30,25,55,8
Modern Shahi Tukray (Bread Pudding),eid,"['4 slices white bread edges removed, each slice cut in four triangles', '1 cup oil canola/sunflower/vegetable', '3 cups whole milk', 'Pinch saffron threads toasted and ground', '6 cardamom pods removed and seeds ground', '3 eggs beaten', '½ cup sugar or to taste', '1 tablespoon pistachios crushed']","['Pre-heat oven to 350° F. Butter a square baking dish.', 'Heat oil in a non-stick frying pan. Fry bread in batches, about 1-2 minutes each side until golden brown. Add extra oil as needed. Remove from heat.', 'Arrange bread in layers in buttered baking dish.', 'Place milk in saucepan and bring to boil. Lower heat. Add ground saffron and cardamom, and let it simmer for 10 minutes. Occasionally stir and remove any milk residue with a wooden spoon. Remove from heat.', 'While the milk simmers on low heat, beat eggs and sugar with a whisk in a large bowl until well-mixed.', 'Pour milk into the egg and sugar mixture, and beat again until well-mixed.', 'Pour custard over bread, and bake uncovered for 25 minutes.', 'Top with crushed pistachios.']",30,25,55,8
Modern Shahi Tukray (Bread Pudding),ramadan,"['4 slices white bread edges removed, each slice cut in four triangles', '1 cup oil canola/sunflower/vegetable', '3 cups whole milk', 'Pinch saffron threads toasted and ground', '6 cardamom pods removed and seeds ground', '3 eggs beaten', '½ cup sugar or to taste', '1 tablespoon pistachios crushed']","['Pre-heat oven to 350° F. Butter a square baking dish.', 'Heat oil in a non-stick frying pan. Fry bread in batches, about 1-2 minutes each side until golden brown. Add extra oil as needed. Remove from heat.', 'Arrange bread in layers in buttered baking dish.', 'Place milk in saucepan and bring to boil. Lower heat. Add ground saffron and cardamom, and let it simmer for 10 minutes. Occasionally stir and remove any milk residue with a wooden spoon. Remove from heat.', 'While the milk simmers on low heat, beat eggs and sugar with a whisk in a large bowl until well-mixed.', 'Pour milk into the egg and sugar mixture, and beat again until well-mixed.', 'Pour custard over bread, and bake uncovered for 25 minutes.', 'Top with crushed pistachios.']",30,25,55,8
Modern Shahi Tukray (Bread Pudding),sweets,"['4 slices white bread edges removed, each slice cut in four triangles', '1 cup oil canola/sunflower/vegetable', '3 cups whole milk', 'Pinch saffron threads toasted and ground', '6 cardamom pods removed and seeds ground', '3 eggs beaten', '½ cup sugar or to taste', '1 tablespoon pistachios crushed']","['Pre-heat oven to 350° F. Butter a square baking dish.', 'Heat oil in a non-stick frying pan. Fry bread in batches, about 1-2 minutes each side until golden brown. Add extra oil as needed. Remove from heat.', 'Arrange bread in layers in buttered baking dish.', 'Place milk in saucepan and bring to boil. Lower heat. Add ground saffron and cardamom, and let it simmer for 10 minutes. Occasionally stir and remove any milk residue with a wooden spoon. Remove from heat.', 'While the milk simmers on low heat, beat eggs and sugar with a whisk in a large bowl until well-mixed.', 'Pour milk into the egg and sugar mixture, and beat again until well-mixed.', 'Pour custard over bread, and bake uncovered for 25 minutes.', 'Top with crushed pistachios.']",30,25,55,8
Modern Shahi Tukray (Bread Pudding),tea time,"['4 slices white bread edges removed, each slice cut in four triangles', '1 cup oil canola/sunflower/vegetable', '3 cups whole milk', 'Pinch saffron threads toasted and ground', '6 cardamom pods removed and seeds ground', '3 eggs beaten', '½ cup sugar or to taste', '1 tablespoon pistachios crushed']","['Pre-heat oven to 350° F. Butter a square baking dish.', 'Heat oil in a non-stick frying pan. Fry bread in batches, about 1-2 minutes each side until golden brown. Add extra oil as needed. Remove from heat.', 'Arrange bread in layers in buttered baking dish.', 'Place milk in saucepan and bring to boil. Lower heat. Add ground saffron and cardamom, and let it simmer for 10 minutes. Occasionally stir and remove any milk residue with a wooden spoon. Remove from heat.', 'While the milk simmers on low heat, beat eggs and sugar with a whisk in a large bowl until well-mixed.', 'Pour milk into the egg and sugar mixture, and beat again until well-mixed.', 'Pour custard over bread, and bake uncovered for 25 minutes.', 'Top with crushed pistachios.']",30,25,55,8
Mutton Pulao (Yakhni Pulao),bread and rice,"['3 pounds (~ 1 ½ kilogram) mutton washed, trimmed, and cut in small pieces', '4 medium-sized yellow or red onions thinly sliced in half rings', '2 black cardamom', '4 cloves', '2- inch cinnamon stick', '1 tablespoon cumin seeds', '2 tablespoons crushed garlic', '2 tablespoons salt or to taste', '⅓ cup neutral oil canola/sunflower/vegetable', '3 cups basmati rice washed in several changes of water and preferably soaked overnight']","['Add meat in a large pot of salted water (I add 1 tablespoon of salt at this stage) with black cardamom, cloves, cinnamon stick, cumin seeds, 2 sliced onions, and 1 tablespoon of crushed garlic. Bring to boil, cover pot and simmer on low heat until mutton is tender, about 1 ½ to 2 hours.', 'Once the meat is tenderized, remove the meat with a slotted spoon, and set aside.', 'Strain the bone broth, and set aside.', 'In a large pot, heat oil. Once the oil begins to shimmer, add the remaining sliced onion, and fry for about 15 minutes on medium-low heat or until a deep golden brown.', 'Add crushed garlic, and fry for roughly 30 seconds or until fragrant.', 'Add the mutton, salt, and fry for 8-10 minutes on medium-high heat.', 'Add 6 cups of the strained mutton broth to the pot. Check for salt, and bring to a boil. You can put the leftover of the broth in airtight containers, and freeze for later use.', 'Add rice, and let the water boil out, about 10 minutes.', 'Once the water boils out, wrap lid with a clean kitchen towel and place it securely on the pot. Let rice steam on very low heat for 10 minutes.', 'Place pulao on serving platter and fluff with a fork.']",10,120,180,6
Mutton Pulao (Yakhni Pulao),mains,"['3 pounds (~ 1 ½ kilogram) mutton washed, trimmed, and cut in small pieces', '4 medium-sized yellow or red onions thinly sliced in half rings', '2 black cardamom', '4 cloves', '2- inch cinnamon stick', '1 tablespoon cumin seeds', '2 tablespoons crushed garlic', '2 tablespoons salt or to taste', '⅓ cup neutral oil canola/sunflower/vegetable', '3 cups basmati rice washed in several changes of water and preferably soaked overnight']","['Add meat in a large pot of salted water (I add 1 tablespoon of salt at this stage) with black cardamom, cloves, cinnamon stick, cumin seeds, 2 sliced onions, and 1 tablespoon of crushed garlic. Bring to boil, cover pot and simmer on low heat until mutton is tender, about 1 ½ to 2 hours.', 'Once the meat is tenderized, remove the meat with a slotted spoon, and set aside.', 'Strain the bone broth, and set aside.', 'In a large pot, heat oil. Once the oil begins to shimmer, add the remaining sliced onion, and fry for about 15 minutes on medium-low heat or until a deep golden brown.', 'Add crushed garlic, and fry for roughly 30 seconds or until fragrant.', 'Add the mutton, salt, and fry for 8-10 minutes on medium-high heat.', 'Add 6 cups of the strained mutton broth to the pot. Check for salt, and bring to a boil. You can put the leftover of the broth in airtight containers, and freeze for later use.', 'Add rice, and let the water boil out, about 10 minutes.', 'Once the water boils out, wrap lid with a clean kitchen towel and place it securely on the pot. Let rice steam on very low heat for 10 minutes.', 'Place pulao on serving platter and fluff with a fork.']",10,120,180,6
Mutton Pulao (Yakhni Pulao),meat and poultry,"['3 pounds (~ 1 ½ kilogram) mutton washed, trimmed, and cut in small pieces', '4 medium-sized yellow or red onions thinly sliced in half rings', '2 black cardamom', '4 cloves', '2- inch cinnamon stick', '1 tablespoon cumin seeds', '2 tablespoons crushed garlic', '2 tablespoons salt or to taste', '⅓ cup neutral oil canola/sunflower/vegetable', '3 cups basmati rice washed in several changes of water and preferably soaked overnight']","['Add meat in a large pot of salted water (I add 1 tablespoon of salt at this stage) with black cardamom, cloves, cinnamon stick, cumin seeds, 2 sliced onions, and 1 tablespoon of crushed garlic. Bring to boil, cover pot and simmer on low heat until mutton is tender, about 1 ½ to 2 hours.', 'Once the meat is tenderized, remove the meat with a slotted spoon, and set aside.', 'Strain the bone broth, and set aside.', 'In a large pot, heat oil. Once the oil begins to shimmer, add the remaining sliced onion, and fry for about 15 minutes on medium-low heat or until a deep golden brown.', 'Add crushed garlic, and fry for roughly 30 seconds or until fragrant.', 'Add the mutton, salt, and fry for 8-10 minutes on medium-high heat.', 'Add 6 cups of the strained mutton broth to the pot. Check for salt, and bring to a boil. You can put the leftover of the broth in airtight containers, and freeze for later use.', 'Add rice, and let the water boil out, about 10 minutes.', 'Once the water boils out, wrap lid with a clean kitchen towel and place it securely on the pot. Let rice steam on very low heat for 10 minutes.', 'Place pulao on serving platter and fluff with a fork.']",10,120,180,6
Pakistani Style 30-minute Ground Beef Kebabs,eid,"['½ medium-sized yellow onion roughly chopped', '1 tablespoon cilantro roughly chopped', '2 Thai bird’s eye chilies roughly chopped', '1 pound (~ 450 grams) ground beef drained', '½ teaspoon garam masala powder', '1 teaspoon salt or to taste', '1 teaspoon red chili powder preferably Kashmiri', '½ teaspoon black pepper', '½ teaspoon cumin powder', 'Juice of 1 lime', '1 teaspoon crushed garlic', '1 teaspoon crushed ginger', '2 tablespoon olive oil']","['Put the roughly chopped onions, cilantro, and chilies in a food processor and grind until finely chopped.', 'Place the ground beef in a large bowl. Add salt and ground spices (garam masala powder, red chili powder, black pepper, cumin powder) and mix well.', 'Add the onion-cilantro mixture, crushed ginger and garlic, lime juice and olive oil to the ground beef. Mix well.', 'Take fistfuls of the mixture, and begin to shape into little patties.', 'Grill Instructions: If you are using the grill, make sure you heat it up well. The time will depend on whether you are using a charcoal or gas grill. Once hot, place kebabs on the grill and cook each side for 4-6 minutes.', 'Oven Instructions: If you want to prepare them in the oven, pre-heat it to 450°F. Line a sheet pan with aluminum foil and grease it. Place kebabs on it and then insert the sheet pan into the center rack of the oven. Set it to broil on high heat for 10 – 15 minutes depending on how well done you like them to be (I set them for 12 minutes).']",15,15,30,4
Pakistani Style 30-minute Ground Beef Kebabs,meat and poultry,"['½ medium-sized yellow onion roughly chopped', '1 tablespoon cilantro roughly chopped', '2 Thai bird’s eye chilies roughly chopped', '1 pound (~ 450 grams) ground beef drained', '½ teaspoon garam masala powder', '1 teaspoon salt or to taste', '1 teaspoon red chili powder preferably Kashmiri', '½ teaspoon black pepper', '½ teaspoon cumin powder', 'Juice of 1 lime', '1 teaspoon crushed garlic', '1 teaspoon crushed ginger', '2 tablespoon olive oil']","['Put the roughly chopped onions, cilantro, and chilies in a food processor and grind until finely chopped.', 'Place the ground beef in a large bowl. Add salt and ground spices (garam masala powder, red chili powder, black pepper, cumin powder) and mix well.', 'Add the onion-cilantro mixture, crushed ginger and garlic, lime juice and olive oil to the ground beef. Mix well.', 'Take fistfuls of the mixture, and begin to shape into little patties.', 'Grill Instructions: If you are using the grill, make sure you heat it up well. The time will depend on whether you are using a charcoal or gas grill. Once hot, place kebabs on the grill and cook each side for 4-6 minutes.', 'Oven Instructions: If you want to prepare them in the oven, pre-heat it to 450°F. Line a sheet pan with aluminum foil and grease it. Place kebabs on it and then insert the sheet pan into the center rack of the oven. Set it to broil on high heat for 10 – 15 minutes depending on how well done you like them to be (I set them for 12 minutes).']",15,15,30,4
Pakistani Style 30-minute Ground Beef Kebabs,sides,"['½ medium-sized yellow onion roughly chopped', '1 tablespoon cilantro roughly chopped', '2 Thai bird’s eye chilies roughly chopped', '1 pound (~ 450 grams) ground beef drained', '½ teaspoon garam masala powder', '1 teaspoon salt or to taste', '1 teaspoon red chili powder preferably Kashmiri', '½ teaspoon black pepper', '½ teaspoon cumin powder', 'Juice of 1 lime', '1 teaspoon crushed garlic', '1 teaspoon crushed ginger', '2 tablespoon olive oil']","['Put the roughly chopped onions, cilantro, and chilies in a food processor and grind until finely chopped.', 'Place the ground beef in a large bowl. Add salt and ground spices (garam masala powder, red chili powder, black pepper, cumin powder) and mix well.', 'Add the onion-cilantro mixture, crushed ginger and garlic, lime juice and olive oil to the ground beef. Mix well.', 'Take fistfuls of the mixture, and begin to shape into little patties.', 'Grill Instructions: If you are using the grill, make sure you heat it up well. The time will depend on whether you are using a charcoal or gas grill. Once hot, place kebabs on the grill and cook each side for 4-6 minutes.', 'Oven Instructions: If you want to prepare them in the oven, pre-heat it to 450°F. Line a sheet pan with aluminum foil and grease it. Place kebabs on it and then insert the sheet pan into the center rack of the oven. Set it to broil on high heat for 10 – 15 minutes depending on how well done you like them to be (I set them for 12 minutes).']",15,15,30,4
Pakistani Style 30-minute Ground Beef Kebabs,snacks,"['½ medium-sized yellow onion roughly chopped', '1 tablespoon cilantro roughly chopped', '2 Thai bird’s eye chilies roughly chopped', '1 pound (~ 450 grams) ground beef drained', '½ teaspoon garam masala powder', '1 teaspoon salt or to taste', '1 teaspoon red chili powder preferably Kashmiri', '½ teaspoon black pepper', '½ teaspoon cumin powder', 'Juice of 1 lime', '1 teaspoon crushed garlic', '1 teaspoon crushed ginger', '2 tablespoon olive oil']","['Put the roughly chopped onions, cilantro, and chilies in a food processor and grind until finely chopped.', 'Place the ground beef in a large bowl. Add salt and ground spices (garam masala powder, red chili powder, black pepper, cumin powder) and mix well.', 'Add the onion-cilantro mixture, crushed ginger and garlic, lime juice and olive oil to the ground beef. Mix well.', 'Take fistfuls of the mixture, and begin to shape into little patties.', 'Grill Instructions: If you are using the grill, make sure you heat it up well. The time will depend on whether you are using a charcoal or gas grill. Once hot, place kebabs on the grill and cook each side for 4-6 minutes.', 'Oven Instructions: If you want to prepare them in the oven, pre-heat it to 450°F. Line a sheet pan with aluminum foil and grease it. Place kebabs on it and then insert the sheet pan into the center rack of the oven. Set it to broil on high heat for 10 – 15 minutes depending on how well done you like them to be (I set them for 12 minutes).']",15,15,30,4
Pakistani Style 30-minute Ground Beef Kebabs,tea time,"['½ medium-sized yellow onion roughly chopped', '1 tablespoon cilantro roughly chopped', '2 Thai bird’s eye chilies roughly chopped', '1 pound (~ 450 grams) ground beef drained', '½ teaspoon garam masala powder', '1 teaspoon salt or to taste', '1 teaspoon red chili powder preferably Kashmiri', '½ teaspoon black pepper', '½ teaspoon cumin powder', 'Juice of 1 lime', '1 teaspoon crushed garlic', '1 teaspoon crushed ginger', '2 tablespoon olive oil']","['Put the roughly chopped onions, cilantro, and chilies in a food processor and grind until finely chopped.', 'Place the ground beef in a large bowl. Add salt and ground spices (garam masala powder, red chili powder, black pepper, cumin powder) and mix well.', 'Add the onion-cilantro mixture, crushed ginger and garlic, lime juice and olive oil to the ground beef. Mix well.', 'Take fistfuls of the mixture, and begin to shape into little patties.', 'Grill Instructions: If you are using the grill, make sure you heat it up well. The time will depend on whether you are using a charcoal or gas grill. Once hot, place kebabs on the grill and cook each side for 4-6 minutes.', 'Oven Instructions: If you want to prepare them in the oven, pre-heat it to 450°F. Line a sheet pan with aluminum foil and grease it. Place kebabs on it and then insert the sheet pan into the center rack of the oven. Set it to broil on high heat for 10 – 15 minutes depending on how well done you like them to be (I set them for 12 minutes).']",15,15,30,4
Pakistani Style Chana Dal (Split Yellow Gram Dal),lentils,"['1 ½ cup chana dal split yellow gram', '3 cups water', '1 ½ teaspoon crushed garlic', '1 ½ teaspoon crushed garlic', '2 tablespoon tamarind paste home-made or store bought, see notes', '1 teaspoon cumin powder', '2 teaspoon coriander powder', '½ teaspoon turmeric powder', '1 teaspoon red chili powder or to taste', '1 teaspoon salt or to taste', '½ yellow onion sliced in half rings', '¼ cup oil canola/sunflower/vegetable', '4-6 dried red chilies', '3- inch ginger julienned', '2 tablespoon cilantro finely chopped']","['Rinse the chana dal and soak overnight.', 'Place the dal and water in a medium-sized saucepan. Bring it to boil.', 'Add crushed ginger and garlic, tamarind paste, ground spices and salt. Lower heat and let the dal simmer uncovered for roughly 20-25 minutes. The dal should soften and the water boil out. Remove from heat.', 'While the water is boiling, fry sliced onion in ¼ cup oil for about 10 – 12 minutes until it’s a deep even brown. Drain on paper towel.', 'When the dal is done, heat 2 tablespoon of oil, and fry 4-6 dried red chilies for a few seconds.', 'Place the dal in serving dish, top with caramelized onions, fried chilies and oil (tadka), and freshly cut ginger and cilantro. Serve with roti/chapati or naan.']",15,25,40,4
Pakistani Style Chana Dal (Split Yellow Gram Dal),sides,"['1 ½ cup chana dal split yellow gram', '3 cups water', '1 ½ teaspoon crushed garlic', '1 ½ teaspoon crushed garlic', '2 tablespoon tamarind paste home-made or store bought, see notes', '1 teaspoon cumin powder', '2 teaspoon coriander powder', '½ teaspoon turmeric powder', '1 teaspoon red chili powder or to taste', '1 teaspoon salt or to taste', '½ yellow onion sliced in half rings', '¼ cup oil canola/sunflower/vegetable', '4-6 dried red chilies', '3- inch ginger julienned', '2 tablespoon cilantro finely chopped']","['Rinse the chana dal and soak overnight.', 'Place the dal and water in a medium-sized saucepan. Bring it to boil.', 'Add crushed ginger and garlic, tamarind paste, ground spices and salt. Lower heat and let the dal simmer uncovered for roughly 20-25 minutes. The dal should soften and the water boil out. Remove from heat.', 'While the water is boiling, fry sliced onion in ¼ cup oil for about 10 – 12 minutes until it’s a deep even brown. Drain on paper towel.', 'When the dal is done, heat 2 tablespoon of oil, and fry 4-6 dried red chilies for a few seconds.', 'Place the dal in serving dish, top with caramelized onions, fried chilies and oil (tadka), and freshly cut ginger and cilantro. Serve with roti/chapati or naan.']",15,25,40,4
Pakistani Style Chana Pulao (Chickpea Pilaf),bread and rice,"['1 large yellow onion thinly sliced in half rings', '⅓ cup canola/sunflower/vegetable oil', '1 teaspoon crushed ginger', '1 teaspoon crushed garlic', ""2 bird's eye chilies half slit"", '4 cloves', '8 peppercorns', '1 black cardamom', '1 teaspoon cumin seeds', '¼ teaspoon turmeric powder', '1 14-ounce can chickpeas drained', '1 teaspoon salt or to taste', '1 ½ cups basmati rice rinsed in several changes of water', '4 cups water']","['Heat oil in a large stockpot, and add onions. Fry for 10 minutes on medium-low heat until golden brown.', 'Add crushed ginger and garlic, and fry on low heat for one minute.', 'Add chilies and fry for a few seconds.', 'Add whole and ground spices. Fry for 2-3 minutes or until fragrant.', 'Stir in chickpeas.', 'Add water, salt and rice, and bring to a boil.', 'Lower to a simmer, and let the water boil out, about 10 minutes.', 'Once the water has boiled out, bring the heat down to the lowest possible point. Wrap tight fitting lid with a cotton cloth, cover pot with it, and let the rice steam for 8-10 minutes.', 'Remove from heat and place on serving platter. Fluff with a fork.']",5,25,30,4
Pakistani Style Chana Pulao (Chickpea Pilaf),sides,"['1 large yellow onion thinly sliced in half rings', '⅓ cup canola/sunflower/vegetable oil', '1 teaspoon crushed ginger', '1 teaspoon crushed garlic', ""2 bird's eye chilies half slit"", '4 cloves', '8 peppercorns', '1 black cardamom', '1 teaspoon cumin seeds', '¼ teaspoon turmeric powder', '1 14-ounce can chickpeas drained', '1 teaspoon salt or to taste', '1 ½ cups basmati rice rinsed in several changes of water', '4 cups water']","['Heat oil in a large stockpot, and add onions. Fry for 10 minutes on medium-low heat until golden brown.', 'Add crushed ginger and garlic, and fry on low heat for one minute.', 'Add chilies and fry for a few seconds.', 'Add whole and ground spices. Fry for 2-3 minutes or until fragrant.', 'Stir in chickpeas.', 'Add water, salt and rice, and bring to a boil.', 'Lower to a simmer, and let the water boil out, about 10 minutes.', 'Once the water has boiled out, bring the heat down to the lowest possible point. Wrap tight fitting lid with a cotton cloth, cover pot with it, and let the rice steam for 8-10 minutes.', 'Remove from heat and place on serving platter. Fluff with a fork.']",5,25,30,4
Pakistani Style Easy Chicken Keema (Ground Chicken),mains,"['2 tablespoon neutral oil  canola, sunflower or vegetable', '2 small red or yellow onions  thinly sliced in half rings', '1 teaspoon crushed garlic', '1 teaspoon crushed ginger', '1 bird’s eye chili  finely chopped', '2 cloves', '1 black cardamom pod', '¼ teaspoon turmeric powder', '1 teaspoon red chili powder  preferably Kashmiri red chili powder. Less if using cayenne red pepper.', '1 teaspoon coriander powder', '½ teaspoon cumin powder', '1 pound (~450 grams) ground chicken', '1 teaspoon salt  or to taste', '4 roma tomatoes  roughly chopped', '¼ teaspoon garam masala powder  (optional)', '1 tablespoon cilantro  finely diced (optional)']","['Heat oil in a medium-sized heavy bottom pot. Add chopped onion, and brown on medium-low heat until evenly brown, about 7-10 minutes.', 'Lower heat, and add crushed ginger and garlic. Sauté for 30 seconds to 1 minute until fragrant.', 'Add chopped bird’s eye chili, and sauté for another 30 seconds.', 'Add whole and ground spices, and fry on low heat for roughly 1 minute until fragrant. Add a splash of water to deglaze the pan if necessary.', 'Increase heat to high, and add ground chicken and salt. Crumble with spatula, and fry until no longer pink.', 'Add 1 cup water, and bring to boil. Cover pot with tight fitting lid, and simmer on low heat for roughly 10 minutes.', 'Remove lid, increase heat to high, and add chopped tomatoes. Fry the tomatoes, stirring frequently until the oil begins to separate.', 'Remove from heat, and place in serving bowl. Dust with garam masala powder, and garnish with cilantro if using.']",10,40,50,4
Pakistani Style Easy Chicken Keema (Ground Chicken),meat and poultry,"['2 tablespoon neutral oil  canola, sunflower or vegetable', '2 small red or yellow onions  thinly sliced in half rings', '1 teaspoon crushed garlic', '1 teaspoon crushed ginger', '1 bird’s eye chili  finely chopped', '2 cloves', '1 black cardamom pod', '¼ teaspoon turmeric powder', '1 teaspoon red chili powder  preferably Kashmiri red chili powder. Less if using cayenne red pepper.', '1 teaspoon coriander powder', '½ teaspoon cumin powder', '1 pound (~450 grams) ground chicken', '1 teaspoon salt  or to taste', '4 roma tomatoes  roughly chopped', '¼ teaspoon garam masala powder  (optional)', '1 tablespoon cilantro  finely diced (optional)']","['Heat oil in a medium-sized heavy bottom pot. Add chopped onion, and brown on medium-low heat until evenly brown, about 7-10 minutes.', 'Lower heat, and add crushed ginger and garlic. Sauté for 30 seconds to 1 minute until fragrant.', 'Add chopped bird’s eye chili, and sauté for another 30 seconds.', 'Add whole and ground spices, and fry on low heat for roughly 1 minute until fragrant. Add a splash of water to deglaze the pan if necessary.', 'Increase heat to high, and add ground chicken and salt. Crumble with spatula, and fry until no longer pink.', 'Add 1 cup water, and bring to boil. Cover pot with tight fitting lid, and simmer on low heat for roughly 10 minutes.', 'Remove lid, increase heat to high, and add chopped tomatoes. Fry the tomatoes, stirring frequently until the oil begins to separate.', 'Remove from heat, and place in serving bowl. Dust with garam masala powder, and garnish with cilantro if using.']",10,40,50,4
Pakistani Style Ginger Chicken,mains,"['½ cup neutral oil', '2 medium-sized onions roughly chopped', '2 teaspoon crushed ginger', '1 teaspoon crushed garlic', '2 pounds boneless chicken diced', '1 teaspoon salt or to taste', '1 teaspoon red chili powder', '½ teaspoon turmeric powder', '4 roma tomatoes roughly chopped', '1- inch knob ginger  julienned', ""1 bird's eye chilies  + extra for garnish"", '½ cup full-fat yogurt brought to room temperature']","['Heat oil on medium heat in a non-stick saucepan. Once it begins to shimmer, add chopped onions and fry until soft.', 'Lower heat, and add crused ginger and garlic paste. Fry for roughly 2 minutes, taking care to not burn them.', 'Increase heat to high, and add chicken and ½ teaspoon of the salt. Fry on medium heat for about 10 minutes.', 'Add red chili powder and turmeric powder, and stir for a few seconds until fragrant.', 'Add diced tomatoes, and remainder of the salt. Cook on high heat until the sauce is reduced to a jammy mixture.', 'Add julienned ginger and green chili.', 'Lower heat, stir in the yogurt, and let the chicken cook for an additional 10 minutes.', 'Place in serving bowl and garnish with julienned ginger, cilantro and green chilies.']",30,60,60,4
Pakistani Style Ginger Chicken,meat and poultry,"['½ cup neutral oil', '2 medium-sized onions roughly chopped', '2 teaspoon crushed ginger', '1 teaspoon crushed garlic', '2 pounds boneless chicken diced', '1 teaspoon salt or to taste', '1 teaspoon red chili powder', '½ teaspoon turmeric powder', '4 roma tomatoes roughly chopped', '1- inch knob ginger  julienned', ""1 bird's eye chilies  + extra for garnish"", '½ cup full-fat yogurt brought to room temperature']","['Heat oil on medium heat in a non-stick saucepan. Once it begins to shimmer, add chopped onions and fry until soft.', 'Lower heat, and add crused ginger and garlic paste. Fry for roughly 2 minutes, taking care to not burn them.', 'Increase heat to high, and add chicken and ½ teaspoon of the salt. Fry on medium heat for about 10 minutes.', 'Add red chili powder and turmeric powder, and stir for a few seconds until fragrant.', 'Add diced tomatoes, and remainder of the salt. Cook on high heat until the sauce is reduced to a jammy mixture.', 'Add julienned ginger and green chili.', 'Lower heat, stir in the yogurt, and let the chicken cook for an additional 10 minutes.', 'Place in serving bowl and garnish with julienned ginger, cilantro and green chilies.']",30,60,60,4
Pakistani Style Spicy Deep-Fried Shrimp,seafood,"['1 pound ~500 grams jumbo shrimp or prawn  peeled, deveined and thawed']","['In a large bowl, add the beaten egg and all marinade ingredients (cilantro, chili, ginger, garlic, salt, red chili powder and lemon juice). Mix until well-blended.', 'Add shrimp/prawn to the marinade, and coat well. Set aside.', 'In another large bowl, get the batter ready. Add 1 cup flour, baking soda, white pepper and salt. Mix well. Add water gradually, mixing it with a fork until well-blended. It’s okay if the mixture is a bit stiff.', 'Drain the egg marinade into the batter mixture, leaving the shrimp/prawn behind.', 'Beat the egg marinade into the flour batter with a fork until smooth. Make sure there are no lumps.', 'Now get your frying station ready. In a separate plate or bowl, pour ½ all purpose flour to coat the shrimp/prawn, and place it right besides the stove. In a small saucepan, heat oil.', 'Dip the shrimp/prawn into the batter, and then coat it really well with the dry flour. Spoon the flour over it if you have to, and add more as needed.', 'Once the oil is hot, gradually lower the battered shrimp into saucepan, and fry each side for roughly 1 ½ minute until crispy. Once the oil is piping hot, you can gradually lower the heat as you make your way to the rest of the shrimp/prawn.', 'Line a serving plate or bowl with a paper towel. Once done, place the prepared shrimp/prawn on it to drain.', 'Serve hot with a dipping sauce of your choice.']",10,30,40,8
